dt	f	t	l	d
2014061819	033	022	13	2184
2014061819	020	033	24	2697
2014061819	056	056	114	25966
2014061819	022	020	4	710
2014061819	058	094	8	2099
2014061819	052	003	22	2313
2014061819	033	022	38	4766
2014061819	052	003	21	2411
2014061819	026	052	20	3947
2014061820	058	058	60	11192
2014061820	001	009	28	4590
2014061820	001	009	27	4572
2014061820	037	037	8	974
2014061820	009	010	5	508
2014061820	001	001	3	55
2014061820	001	009	32	1560
2014061820	056	052	22	2879
2014061820	022	020	4	684
2014061820	009	056	20	4663
2014061820	009	056	20	4643
2014061820	022	037	46	5321
2014061820	022	037	47	5333
2014061820	022	037	45	5294
2014061820	058	052	13	2338
2014061820	052	052	11	159
2014061820	037	026	17	3450
2014061820	052	052	1	73
2014061820	059	059	12	1188
2014061820	052	052	3	140
2014061820	010	010	27	2189
2014061820	010	010	27	2376
2014061820	052	061	19	3150
2014061821	052	061	19	2932
2014061821	052	061	17	3457
2014061821	011	037	29	4870
2014061821	052	061	16	3312
2014061821	052	061	13	2930
2014061821	061	061	28	6197
2014061821	061	061	30	6117
2014061821	061	061	28	6126
2014061821	061	061	30	6228
2014061821	061	061	27	6062
2014061821	094	052	30	4747
2014061821	010	094	94	13242
2014061821	010	094	92	13420
2014061821	011	009	27	929
2014061821	052	052	76	13475
2014061821	026	037	15	2648
2014061821	020	020	18	3467
2014061821	010	011	29	3751
2014061821	010	009	10	624
2014061821	061	052	20	3095
2014061821	061	056	9	1468
2014061821	061	058	5	1135
2014061821	061	058	5	1147
2014061821	061	056	10	1494
2014061821	058	056	2	330
2014061822	056	052	9	1462
2014061822	056	052	8	1494
2014061822	056	052	6	1464
2014061822	009	009	59	3275
2014061822	009	009	59	4304
2014061822	033	052	20	3649
2014061822	094	001	18	1972
2014061822	009	011	5	882
2014061822	009	001	6	1494
2014061822	003	052	21	2734
2014061822	026	033	26	4874
2014061822	009	009	42	4798
2014061822	001	011	20	2421
2014061822	011	009	27	3849
2014061822	011	009	26	3855
2014061823	011	010	48	6030
2014061823	011	010	43	5748
2014061823	013	013	18	2119
2014061823	011	056	112	8100
2014061823	011	056	102	8057
2014061901	003	001	4	628
2014061908	010	009	5	490
2014061908	056	033	22	6003
2014061909	020	022	2	659
2014061909	058	052	13	1760
2014061909	033	020	86	20616
2014061909	022	026	14	2860
2014061909	020	020	1	126
2014061909	020	022	3	688
2014061909	037	022	5	1184
2014061911	010	009	3	481
2014061911	052	003	20	2352
2014061911	020	020	10	1370
2014061911	026	037	107	7030
2014061911	020	020	23	1905
2014061911	026	037	101	6799
2014061911	003	010	118	11006
2014061911	013	009	10	1355
2014061912	003	009	11	880
2014061912	022	020	11	686
2014061912	026	020	28	2742
2014061912	022	013	25	2715
2014061913	001	033	52	5058
2014061913	001	033	53	4727
2014061913	022	022	6	571
2014061913	033	020	13	1988
2014061913	001	001	18	2223
2014061913	020	020	20	1413
2014061913	020	033	20	1770
2014061913	020	020	24	1639
2014061913	013	003	14	2158
2014061914	003	094	16	3163
2014061914	094	003	61	4955
2014061914	037	010	24	2501
2014061914	094	003	60	4960
2014061914	009	003	5	865
2014061914	022	011	28	3551
2014061915	037	037	88	4700
2014061915	022	020	87	3210
2014061915	022	033	25	1790
2014061915	033	026	18	2483
2014061915	020	020	107	4102
2014061915	052	059	22	2327
2014061915	009	052	61	7845
2014061916	059	059	57	6556
2014061916	022	033	22	2971
2014061916	011	056	58	5948
2014061916	037	022	4	1198
2014061916	001	003	5	669
2014061916	094	052	49	8743
2014061916	094	052	48	8796
2014061916	009	009	6	1159
2014061917	059	052	21	3538
2014061917	001	001	83	6985
2014061917	001	001	83	6730
2014061917	056	058	3	316
2014061917	009	011	6	861
2014061917	052	033	18	3638
2014061917	052	033	18	3638
2014061917	037	037	19	1180
2014061917	003	003	56	81
2014061917	003	001	6	947
2014061917	010	011	3	373
2014061917	010	013	10	794
2014061917	020	026	87	5817
2014061917	003	001	8	639
2014061917	020	020	14	794
2014061917	020	020	33	67
2014061917	013	037	9	1464
2014061918	059	052	54	5733
2014061918	059	052	56	5684
2014061918	020	026	67	4862
2014061918	022	020	8	673
2014061918	026	020	17	2628
2014061918	001	061	26	4774
2014061918	037	013	13	1533
2014061918	056	058	1113	28024
2014061918	033	094	21	3859
2014061918	052	052	38	4559
2014061918	037	022	10	1278
2014061918	037	052	89	20260
2014061918	052	052	35	4631
2014061918	094	059	17	2595
2014061918	011	009	28	2370
2014061918	009	011	6	853
2014061918	003	001	10	1313
2014061918	001	001	138	10210
2014061918	011	003	20	1997
2014061918	020	059	212	22304
2014061918	020	059	210	22333
2014061918	020	001	27	4933
2014061918	058	059	122	19670
2014061918	001	094	17	2642
2014061918	011	001	16	3226
2014061918	056	009	38	5719
2014061918	061	052	28	4329
2014061919	022	011	53	4081
2014061919	009	003	19	1408
2014061919	022	011	52	4147
2014061919	052	052	61	3787
2014061919	059	052	21	3745
2014061919	052	052	61	4298
2014061919	025	094	5817	6565
2014061919	052	052	19	1035
2014061919	061	061	20	1127
2014061919	037	037	7	698
2014061919	009	094	60	7465
2014061919	020	037	6	598
2014061919	001	037	21	4700
2014061919	061	061	44	5676
2014061919	058	059	4	537
2014061919	061	061	57	5495
2014061919	001	056	30	3804
2014061919	052	094	84	10087
2014061919	052	094	83	10401
2014061919	056	061	8	1462
2014061919	059	058	59	12405
2014061919	061	061	25	6258
2014061919	025	010	30	4588
2014061919	094	003	17	2564
2014061920	026	052	16	3677
2014061920	013	033	25	2824
2014061920	052	003	93	7281
2014061920	001	003	107	8441
2014061920	052	003	89	7255
2014061920	056	061	14	2732
2014061920	037	020	3	565
2014061920	061	056	15	4459
2014061920	037	020	97	23368
2014061920	020	037	6	565
2014061920	026	026	11	816
2014061920	009	013	18	2525
2014061920	056	061	60	16207
2014061920	011	059	23	6426
2014061920	094	094	4	177
2014061920	011	094	25	4976
2014061920	009	010	4	514
2014061921	056	056	83	6346
2014061921	052	061	22	2918
2014061921	052	061	22	2893
2014061921	056	056	80	6746
2014061921	052	056	17	1780
2014061921	025	094	29	5936
2014061921	094	094	12	865
2014061921	009	010	9	1176
2014061921	056	061	9	1460
2014061921	033	052	19	3636
2014061921	061	056	6	1453
2014061921	061	052	12	2897
2014061922	052	094	11	1190
2014061922	052	061	14	2877
2014061922	020	020	23	4678
2014061922	058	056	133	8864
2014061922	094	003	22	2719
2014061922	052	052	66	8398
2014061922	003	003	28	4631
2014061922	052	052	64	8319
2014061922	061	061	17	2170
2014061922	026	026	83	6170
2014061922	052	052	60	12307
2014061922	026	026	81	5682
2014061922	025	022	110	8778
2014061923	010	010	25	3687
2014062000	010	052	27	4196
2014062000	010	003	56	2499
2014062000	009	011	5	865
2014062001	094	052	30	6191
2014062004	094	020	1471	27127
2014062004	094	020	1445	26680
2014062008	010	009	3	479
2014062008	056	056	168	4855
2014062008	013	037	13	1549
2014062008	061	022	43	8227
2014062008	052	026	18	3745
2014062009	020	022	2	663
2014062009	059	052	26	3681
2014062009	037	020	17	1184
2014062010	037	020	7	698
2014062010	033	013	45	5186
2014062010	033	026	51	6330
2014062011	009	003	50	6379
2014062011	022	001	27	4112
2014062011	011	011	10	1713
2014062011	026	013	20	2589
2014062012	011	009	5	861
2014062012	010	001	16	3042
2014062012	061	061	11	1153
2014062012	022	094	255	18645
2014062012	020	022	5	671
2014062012	022	094	240	18631
2014062012	026	011	7	1016
2014062012	061	061	3	285
2014062013	094	094	146	8041
2014062013	094	094	143	7747
2014062013	061	061	37	8157
2014062013	094	094	35	3608
2014062013	094	003	24	2675
2014062013	037	037	52	1231
2014062014	052	052	20	4780
2014062014	020	022	4	686
2014062014	061	061	16	1214
2014062014	013	011	16	2766
2014062014	022	033	14	1617
2014062014	020	033	16	2587
2014062014	013	010	8	806
2014062014	020	052	110	7708
2014062014	001	094	80	4935
2014062014	020	052	106	7718
2014062014	011	061	117	14097
2014062014	056	059	174	15990
2014062015	056	059	172	16819
2014062015	061	033	52	7792
2014062015	094	011	80	12198
2014062015	056	059	167	16070
2014062015	037	022	5	1206
2014062015	025	003	220	12096
2014062015	025	003	219	11698
2014062015	022	033	6	1351
2014062015	052	010	26	3736
2014062015	037	013	17	1694
2014062015	033	094	339	29276
2014062016	011	001	19	2570
2014062016	026	011	13	1147
2014062016	026	011	10	718
2014062016	052	052	20	4049
2014062016	001	052	12	2117
2014062016	061	059	5	604
2014062016	052	058	14	1772
2014062016	010	001	30	2989
2014062016	033	037	32	2095
2014062016	001	003	15	1192
2014062016	052	061	20	2930
2014062016	020	020	27	2585
2014062017	026	037	20	2158
2014062017	022	020	8	716
2014062017	026	020	17	2189
2014062017	052	033	122	14563
2014062017	022	020	3	757
2014062017	052	033	122	15092
2014062017	001	033	18	2732
2014062017	022	003	29	5109
2014062017	061	061	9	1014
2014062017	013	003	13	2027
2014062017	058	058	59	13032
2014062017	061	058	9	1163
2014062017	033	022	10	1196
2014062017	061	056	138	1437
2014062017	052	052	17	4053
2014062017	058	052	14	1772
2014062017	001	001	63	5774
2014062017	052	026	189	24967
2014062017	058	056	44	8427
2014062017	033	022	12	1233
2014062017	052	052	18	1129
2014062017	094	056	24	2262
2014062018	061	003	20	5182
2014062018	033	052	29	3653
2014062018	033	052	29	3634
2014062018	033	052	28	3630
2014062018	052	094	53	2558
2014062018	003	037	25	3975
2014062018	037	020	76	5750
2014062018	003	011	15	1801
2014062018	013	011	28	2750
2014062018	037	020	70	5525
2014062018	056	094	17	2481
2014062018	059	052	9	2287
2014062018	037	052	35	6620
2014062018	033	022	30	2240
2014062018	001	001	15	1100
2014062018	052	033	19	3626
2014062018	011	003	21	4396
2014062018	052	061	81	14389
2014062018	003	001	4	700
2014062018	013	001	20	2866
2014062019	025	009	53	4962
2014062019	094	094	27	1860
2014062019	020	022	20	1155
2014062019	022	037	13	1294
2014062019	010	094	201	21890
2014062019	022	037	11	1325
2014062019	010	094	198	42077
2014062019	061	061	116	10518
2014062019	052	052	116	13179
2014062019	025	009	36	4849
2014062019	001	094	11	1913
2014062019	020	020	16	2417
2014062019	037	061	137	11655
2014062019	037	013	13	1747
2014062019	037	013	13	1694
2014062019	094	056	26	1766
2014062019	094	052	22	5229
2014062019	033	033	1	81
2014062019	003	001	29	630
2014062019	058	058	220	22790
2014062019	013	011	12	796
2014062019	013	011	10	710
2014062019	058	058	30	4608
2014062019	037	061	110	11959
2014062019	052	020	54	6577
2014062019	026	094	57	5874
2014062019	011	011	16	1666
2014062019	033	009	98	6185
2014062019	033	009	97	6399
2014062019	033	009	97	5925
2014062019	052	013	22	4376
2014062020	056	056	14	108
2014062020	020	033	35	2877
2014062020	020	033	36	2785
2014062020	052	033	17	3649
2014062020	052	061	21	2936
2014062020	056	052	30	6522
2014062020	056	058	23	3906
2014062020	011	011	49	6389
2014062020	009	010	9	935
2014062020	052	061	16	2899
2014062020	011	011	46	6879
2014062020	011	011	45	6661
2014062020	020	094	72	7588
2014062020	020	094	72	7616
2014062020	056	061	14	1464
2014062020	022	061	95	12374
2014062020	001	009	31	4147
2014062020	061	061	105	11674
2014062020	061	061	103	12015
2014062020	020	009	91	7706
2014062020	001	022	80	7036
2014062020	058	058	112	7275
2014062020	061	061	20	1441
2014062020	022	061	83	12239
2014062020	001	022	74	6879
2014062020	061	061	59	11861
2014062020	033	022	20	2072
2014062020	033	022	20	1901
2014062020	052	052	85	22731
2014062020	052	094	86	10499
2014062020	033	009	65	5531
2014062020	059	003	116	11853
2014062020	059	003	115	11921
2014062020	059	003	116	11751
2014062020	020	001	23	4821
2014062021	011	033	30	5194
2014062021	056	061	22	3630
2014062021	022	020	17	2007
2014062021	022	020	17	1960
2014062021	026	013	23	2623
2014062021	026	013	20	2046
2014062021	026	013	23	2581
2014062021	020	020	29	3156
2014062021	061	052	56	5192
2014062021	003	059	1266	26345
2014062021	061	061	37	5464
2014062021	011	001	10	2311
2014062021	011	010	27	3279
2014062021	011	010	31	4300
2014062021	003	059	1257	25700
2014062021	011	009	8	974
2014062021	010	037	18	2233
2014062021	026	026	12	614
2014062021	052	052	31	3555
2014062021	058	058	13	733
2014062021	061	056	55	2505
2014062021	022	094	22	5243
2014062022	058	052	13	1776
2014062022	094	025	140	9054
2014062022	011	009	26	1886
2014062022	022	020	26	3312
2014062022	011	009	21	1562
2014062022	026	033	16	2885
2014062022	059	059	67	10967
2014062022	052	033	19	3622
2014062022	020	022	18	3595
2014062022	037	020	93	11210
2014062022	010	011	13	1607
2014062022	033	052	18	3710
2014062022	010	011	30	3218
2014062022	052	052	116	13403
2014062022	009	009	9	839
2014062022	020	011	53	3009
2014062022	020	011	56	2860
2014062022	009	009	7	561
2014062022	026	026	15	971
2014062022	094	001	271	11962
2014062022	052	061	16	2971
2014062023	022	022	132	9125
2014062023	061	061	23	1570
2014062023	001	059	29	4045
2014062023	001	059	28	4118
2014062023	001	059	25	4061
2014062023	025	013	21	3624
2014062023	061	052	13	2962
2014062023	056	052	646	10736
2014062023	026	026	14	1237
2014062100	009	011	9	869
2014062100	011	033	49	3024
2014062100	011	033	47	2975
2014062102	013	022	23	4108
2014062103	001	011	13	2954
2014062105	001	003	8	794
2014062107	025	033	76	12695
2014062107	011	052	25	4149
2014062108	020	020	16	2325
2014062108	058	058	23	1948
2014062108	058	058	22	1915
2014062108	020	033	233	21175
2014062108	094	052	27	5064
2014062108	058	052	27	4086
2014062108	058	052	27	4069
2014062108	026	026	21	890
2014062109	033	003	27	3663
2014062109	033	003	26	3669
2014062109	052	052	32	5725
2014062109	052	058	10	1774
2014062109	052	058	10	1758
2014062109	037	022	5	1196
2014062109	020	022	27	3947
2014062109	001	003	6	671
2014062109	020	033	74	23838
2014062109	061	061	73	11083
2014062109	022	020	6	773
2014062110	003	011	17	2223
2014062110	003	011	17	2217
2014062110	061	061	103	17054
2014062110	020	037	25	4149
2014062110	052	058	27	4081
2014062110	052	058	26	4057
2014062110	052	052	259	26778
2014062110	011	010	3	379
2014062110	037	022	49	4108
2014062111	056	056	60	14263
2014062111	020	033	90	5382
2014062111	020	033	89	6693
2014062111	061	061	134	15566
2014062111	061	056	128	7963
2014062111	058	052	89	9950
2014062111	058	052	89	9917
2014062111	058	059	56	4288
2014062111	058	059	54	4459
2014062111	061	061	118	14230
2014062111	061	061	115	14257
2014062111	033	061	56	8560
2014062111	061	061	94	13742
2014062112	061	052	18	2885
2014062112	061	052	16	2893
2014062112	061	061	84	6587
2014062112	052	061	26	4071
2014062112	052	061	25	4086
2014062112	061	061	77	6842
2014062112	033	033	27	1647
2014062112	033	033	24	1792
2014062112	013	009	28	3922
2014062112	010	010	21	2793
2014062113	020	037	33	3536
2014062113	013	013	45	3647
2014062113	052	052	99	17820
2014062113	094	094	145	16611
2014062113	058	001	23	4516
2014062113	056	052	77	1515
2014062113	037	010	12	2360
2014062113	052	052	89	16088
2014062113	094	094	139	16668
2014062113	094	020	219	11388
2014062113	022	013	23	3865
2014062113	037	037	31	1837
2014062113	011	022	43	3516
2014062113	011	022	43	3657
2014062113	094	003	117	19066
2014062113	094	020	208	11557
2014062113	052	052	112	22016
2014062113	052	052	110	22025
2014062113	022	037	313	16691
2014062113	052	026	22	4051
2014062114	013	094	60	5874
2014062114	052	026	83	4837
2014062114	022	020	302	19478
2014062114	052	061	18	3579
2014062114	011	009	69	5094
2014062114	011	009	68	5443
2014062114	052	052	58	8278
2014062114	061	011	93	9238
2014062114	094	061	18	3273
2014062114	061	011	93	9003
2014062114	061	061	176	12301
2014062114	059	059	87	12733
2014062114	059	059	85	13177
2014062114	003	094	16	2532
2014062114	056	052	28	4572
2014062114	061	052	30	7961
2014062114	061	061	163	10593
2014062114	061	052	39	9248
2014062114	020	033	28	2413
2014062114	020	033	30	2395
2014062114	052	061	55	11639
2014062114	010	001	91	5627
2014062114	022	052	38	5266
2014062114	022	020	80	13969
2014062114	094	061	51	11402
2014062114	026	026	34	5470
2014062114	056	058	51	9097
2014062114	010	003	94	6203
2014062115	013	013	112	7189
2014062115	013	058	52	8043
2014062115	033	056	57	7406
2014062115	033	056	56	7465
2014062115	020	052	75	16601
2014062115	094	061	47	9985
2014062115	010	052	95	11427
2014062115	010	052	94	11482
2014062115	094	013	121	11235
2014062115	052	010	99	16442
2014062115	013	013	101	7686
2014062115	061	003	35	5329
2014062115	061	003	36	5270
2014062115	052	010	97	15876
2014062115	059	059	80	12343
2014062115	052	094	112	22190
2014062115	052	052	25	5887
2014062115	052	052	153	12123
2014062115	052	052	153	12347
2014062115	052	052	153	12403
2014062115	003	052	106	7500
2014062115	003	052	106	8529
2014062115	013	020	48	3542
2014062115	010	059	50	7716
2014062115	010	059	50	7865
2014062115	052	052	64	12102
2014062115	003	094	15	2358
2014062115	026	020	34	2691
2014062115	061	052	59	5795
2014062115	061	033	92	9815
2014062115	026	026	2	65
2014062115	026	053	168	14157
2014062115	026	053	168	14108
2014062115	009	011	7	943
2014062115	058	013	119	15611
2014062115	061	094	75	9142
2014062116	094	056	18	1754
2014062116	056	059	6	845
2014062116	056	059	6	843
2014062116	059	052	67	7886
2014062116	059	052	67	7912
2014062116	052	026	233	7036
2014062116	020	033	22	2154
2014062116	020	033	22	2223
2014062116	052	026	228	7004
2014062116	001	052	50	3763
2014062116	001	052	50	3836
2014062116	009	011	23	1386
2014062116	009	011	21	1317
2014062116	022	022	26	2338
2014062116	025	022	68	5415
2014062116	025	022	65	5294
2014062116	020	020	21	3524
2014062116	059	053	62	9693
2014062116	059	053	60	9609
2014062116	026	026	15	1558
2014062116	052	033	31	3761
2014062116	001	001	112	9836
2014062116	001	003	17	692
2014062116	052	052	47	5864
2014062117	001	061	29	4647
2014062117	001	061	29	4676
2014062117	020	009	157	3679
2014062117	011	001	71	9560
2014062117	026	022	13	2893
2014062117	011	001	71	9670
2014062117	052	052	35	5831
2014062117	003	001	94	8529
2014062117	052	052	7	655
2014062117	010	037	27	2954
2014062117	010	037	24	2854
2014062117	052	056	162	1462
2014062117	052	056	10	1449
2014062117	022	013	20	3485
2014062117	020	020	110	6297
2014062117	033	026	43	4188
2014062117	033	026	42	4247
2014062117	037	033	18	2797
2014062117	013	020	13	2084
2014062117	011	052	34	4504
2014062117	052	052	15	4394
2014062117	003	009	27	1513
2014062117	052	061	29	4523
